Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,T1 Header,T1 Column,T1 Num,T1 Prompt ,T1 answer,T2 Header,T2 Column,T2 Prompt ,T2 Header Answer,T2 Answer Column,T3 Header,T3 Column,T3 Prompt ,T3 Highest Row Index,T3 Answer1 ,T3 Second Row Index,T3 Answer2,T3 Third Row Index,T3 Answer3,T4 Header,T4 Column,T4 Prompt ,T4 Answer,T5 Column,T5 Header,T5 Row Index,T5 Value,IsUnique,T5 Prompt,T5 Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G,57,"In the Metacritic column, count how many entries exceed the value of 57",6,PluggedIn,C,Determine which of the last 5 columns are positively correlated with the column named PluggedIn,Naver,J,Naver,J,"In the Naver column, name the movies with the highest 3 values in descending order ",18,Wild Tales,6,Teenage Girl ,10,My Dreams,Roger Ebert,E,"In the Roger Ebert column, calculate a rough estimate of the average value",52.310344827586206,K,"Film
 Comment",17,31,1,"In the Film
 Comment column, find the movie with a value equal to 31",Fantastic Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J,80,"In the Score column, count how many entries exceed the value of 80",7,Ranked,C,Determine which of the last 5 columns are positively correlated with the column named Ranked,Popularity,I,Popularity,I,"In the Popularity column, name the animes with the highest 3 values in descending order ",18,Mobile Phone,17,King Ranking,28,First Stage,Completed,D,"In the Completed column, calculate a rough estimate of the average value",28.896551724137932,G,Watching,16,15,1,"In the Watching column, find the anime with a value equal to 15",Helping Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2_anime_plain2.png,34,2,anime,plain,2,"Plan
 to Watch",I,70,"In the Plan
 to Watch column, count how many entries exceed the value of 70",6,Dropped,C,Determine which of the last 5 columns are positively correlated with the column named Dropped,Members,L,Members,L,"In the Members column, name the animes with the highest 3 values in descending order ",12,Cursing Notebook,18,Best Humanity,4,Magical Warfare,Ranked,F,"In the Ranked column, calculate a rough estimate of the average value",62.37931034482759,H,On-Hold,20,26,1,"In the On-Hold column, find the anime with a value equal to 26",Attacking Titan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G,88,"In the Popularity column, count how many entries exceed the value of 88",5,"Plan
 to Watch",C,"Determine which of the last 5 columns are positively correlated with the column named Plan
 to Watch",Watching,K,Ranked,J,"In the Ranked column, name the animes with the highest 3 values in descending order ",5,Ultra Generation,10,Connect Angel,11,Magical Warfare,Completed,E,"In the Completed column, calculate a rough estimate of the average value",37.86206896551724,I,On-Hold,16,17,1,"In the On-Hold column, find the anime with a value equal to 17",Ultimate horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K,43,"In the Score column, count how many entries exceed the value of 43",8,Episodes,C,Determine which of the last 5 columns are positively correlated with the column named Episodes,Popularity,J,Score,K,"In the Score column, name the animes with the highest 3 values in descending order ",6,Ultra Generation,24,Mobile Phone,22,Ultimate horror,Members,G,"In the Members column, calculate a rough estimate of the average value",47.6551724137931,J,Popularity,18,12,1,"In the Popularity column, find the anime with a value equal to 12",Helping Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I,57,"In the Potassium column, count how many entries exceed the value of 57",8,Protein,C,Determine which of the last 5 columns are positively correlated with the column named Protein,Sodium,K,Carbo,H,"In the Carbo column, name the cereals with the highest 3 values in descending order ",5,Oatmeal Crisp,19,Wheat Cream,20,Grape Flakes,Sugars,F,"In the Sugars column, calculate a rough estimate of the average value",56.93103448275862,K,Sodium,17,51,1,"In the Sodium column, find the cereal with a value equal to 51",Bran Chex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H,70,"In the Carbo column, count how many entries exceed the value of 70",5,Vitamins,C,Determine which of the last 5 columns are positively correlated with the column named Vitamins,Potassium,I,Potassium,I,"In the Potassium column, name the cereals with the highest 3 values in descending order ",22,Corn Favorite,3,Frosted Flakes,7,Natural Bran,Score,E,"In the Score column, calculate a rough estimate of the average value",42.10344827586207,H,Carbo,19,32,1,"In the Carbo column, find the cereal with a value equal to 32",Double Chex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J,45,"In the Score column, count how many entries exceed the value of 45",6,Fiber,C,Determine which of the last 5 columns are positively correlated with the column named Fiber,Score,J,Iron,K,"In the Iron column, name the cereals with the highest 3 values in descending order ",18,Almond Delight,15,Honey Nut,23,Wonderful Chex,Vitamins,D,"In the Vitamins column, calculate a rough estimate of the average value",35.62068965517241,I,Protein,17,83,1,"In the Protein column, find the cereal with a value equal to 83",Smile Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K,60,"In the Vitamins column, count how many entries exceed the value of 60",7,Sugars,C,Determine which of the last 5 columns are positively correlated with the column named Sugars,Fiber,L,Score,J,"In the Score column, name the cereals with the highest 3 values in descending order ",19,Bran Chex,28,Cinnamon Toast,15,Double Chex,Potassium,E,"In the Potassium column, calculate a rough estimate of the average value",52.310344827586206,K,Vitamins,20,26,1,"In the Vitamins column, find the cereal with a value equal to 26",Frosted Flakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K,66,"In the Fruity column, count how many entries exceed the value of 66",5,Hard,C,Determine which of the last 5 columns are positively correlated with the column named Hard,Chocolate,L,Bar,J,"In the Bar column, name the candys with the highest 3 values in descending order ",25,Good Bar,22,Root Barrels,5,Haribo Cola,Caramel,G,"In the Caramel column, calculate a rough estimate of the average value",37.86206896551724,J,Bar,19,32,1,"In the Bar column, find the candy with a value equal to 32",Fun Dips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J,38,"In the Rating column, count how many entries exceed the value of 38",8,"Sugar
Percent",C,"Determine which of the last 5 columns are positively correlated with the column named Sugar
Percent",Rating,J,Nougat,L,"In the Nougat column, name the candys with the highest 3 values in descending order ",26,Now Later,11,Caramel Apple,20,Crunch Time,Almond,D,"In the Almond column, calculate a rough estimate of the average value",35.62068965517241,K,Chocolate,17,68,1,"In the Chocolate column, find the candy with a value equal to 68",Root Barrels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G,50,"In the Pluribus column, count how many entries exceed the value of 50",7,Rating,C,Determine which of the last 5 columns are positively correlated with the column named Rating,Chocolate,K,Chocolate,K,"In the Chocolate column, name the candys with the highest 3 values in descending order ",5,Gob Stopper,28,Junior Mints,27,Pop Rocks,Caramel,F,"In the Caramel column, calculate a rough estimate of the average value",50.241379310344826,L,Almond,11,26,1,"In the Almond column, find the candy with a value equal to 26",Reese Pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I,57,"In the Nougat column, count how many entries exceed the value of 57",6,Hard,C,Determine which of the last 5 columns are positively correlated with the column named Hard,Nougat,I,Nougat,I,"In the Nougat column, name the candys with the highest 3 values in descending order ",28,Life Savers,23,Jaw Busters,29,Gold Bears,Fruity,G,"In the Fruity column, calculate a rough estimate of the average value",37.86206896551724,K,Caramel,15,15,1,"In the Caramel column, find the candy with a value equal to 15",Fruit Chews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H,70,"In the Hulu column, count how many entries exceed the value of 70",5,Naver,C,Determine which of the last 5 columns are positively correlated with the column named Naver,PluggedIn,I,PluggedIn,I,"In the PluggedIn column, name the movies with the highest 3 values in descending order ",21,About Elly,16,Black White,17,Divergent Series,Fandango,E,"In the Fandango column, calculate a rough estimate of the average value",52.310344827586206,J,"Rotten
Tomatoes",20,67,1,"In the Rotten
Tomatoes column, find the movie with a value equal to 67",Welcome Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I,76,"In the MrQE column, count how many entries exceed the value of 76",8,"Rotten
Tomatoes",C,"Determine which of the last 5 columns are positively correlated with the column named Rotten
Tomatoes",Fandango,L,Metacritic,K,"In the Metacritic column, name the movies with the highest 3 values in descending order ",5,Irrational Man ,21,Teenage Girl ,20,Mapping Stars,Roger Ebert,G,"In the Roger Ebert column, calculate a rough estimate of the average value",37.86206896551724,I,MrQE,18,79,1,"In the MrQE column, find the movie with a value equal to 79",Tomorrow land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J,54,"In the Netflix column, count how many entries exceed the value of 54",7,MrQE,C,Determine which of the last 5 columns are positively correlated with the column named MrQE,PluggedIn,K,Fandango,H,"In the Fandango column, name the movies with the highest 3 values in descending order ",10,Teenage Girl ,9,Irrational Man ,20,Next Door,"Rotten
Tomatoes",F,"In the Rotten
Tomatoes column, calculate a rough estimate of the average value",50.241379310344826,L,"Film
 Comment",19,73,1,"In the Film
 Comment column, find the movie with a value equal to 73",Adaline Age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G,57,"In the Hulu column, count how many entries exceed the value of 57",6,Fandango,C,Determine which of the last 5 columns are positively correlated with the column named Fandango,Netflix,J,Netflix,J,"In the Netflix column, name the movies with the highest 3 values in descending order ",18,Welcome Home,6,About Elly,10,Irrational Man ,IMDB,E,"In the IMDB column, calculate a rough estimate of the average value",52.310344827586206,K,PluggedIn,17,31,1,"In the PluggedIn column, find the movie with a value equal to 31",Still Alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J,80,"In the Completed column, count how many entries exceed the value of 80",7,On-Hold,C,Determine which of the last 5 columns are positively correlated with the column named On-Hold,Score,I,Score,I,"In the Score column, name the animes with the highest 3 values in descending order ",18,Magical Warfare,17,First Stage,28,Metal Panic,"Plan
 to Watch",D,"In the Plan
 to Watch column, calculate a rough estimate of the average value",28.896551724137932,G,Ranked,16,15,1,"In the Ranked column, find the anime with a value equal to 15",Best Humanity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I,70,"In the Members column, count how many entries exceed the value of 70",6,Ranked,C,Determine which of the last 5 columns are positively correlated with the column named Ranked,Episodes,L,Episodes,L,"In the Episodes column, name the animes with the highest 3 values in descending order ",12,Monster Hunter,18,Beating Music,4,Dragon Ball,Popularity,F,"In the Popularity column, calculate a rough estimate of the average value",62.37931034482759,H,Watching,20,26,1,"In the Watching column, find the anime with a value equal to 26",Queen Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G,88,"In the Ranked column, count how many entries exceed the value of 88",5,Score,C,Determine which of the last 5 columns are positively correlated with the column named Score,Members,K,Favorites,J,"In the Favorites column, name the animes with the highest 3 values in descending order ",5,King Ranking,10,Ultimate horror,11,Queen Kingdom,Watching,E,"In the Watching column, calculate a rough estimate of the average value",37.86206896551724,I,"Plan
 to Watch",16,17,1,"In the Plan
 to Watch column, find the anime with a value equal to 17",Great Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS4_anime_bar4.png,52,4,anime,bar,4,On-Hold,K,43,"In the On-Hold column, count how many entries exceed the value of 43",8,Favorites,C,Determine which of the last 5 columns are positively correlated with the column named Favorites,Watching,J,On-Hold,K,"In the On-Hold column, name the animes with the highest 3 values in descending order ",6,Helping Alice,24,Fafnar Weapon,22,Cursing Notebook,Members,G,"In the Members column, calculate a rough estimate of the average value",47.6551724137931,J,Watching,18,12,1,"In the Watching column, find the anime with a value equal to 12",Monster Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I,57,"In the Carbo column, count how many entries exceed the value of 57",8,Potassium,C,Determine which of the last 5 columns are positively correlated with the column named Potassium,Protein,K,Calories,H,"In the Calories column, name the cereals with the highest 3 values in descending order ",5,Lucky Charms,19,Smile Maker,20,Wonderful Chex,Vitamins,F,"In the Vitamins column, calculate a rough estimate of the average value",56.93103448275862,K,Protein,17,51,1,"In the Protein column, find the cereal with a value equal to 51",Mini Wheats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H,70,"In the Sodium column, count how many entries exceed the value of 70",5,Protein,C,Determine which of the last 5 columns are positively correlated with the column named Protein,Potassium,I,Potassium,I,"In the Potassium column, name the cereals with the highest 3 values in descending order ",22,Froot Loops,3,Almond Delight,7,Post Nat,Calories,E,"In the Calories column, calculate a rough estimate of the average value",42.10344827586207,H,Sodium,19,32,1,"In the Sodium column, find the cereal with a value equal to 32",Colorful Bran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J,45,"In the Carbo column, count how many entries exceed the value of 45",6,Fat,C,Determine which of the last 5 columns are positively correlated with the column named Fat,Carbo,J,Fiber,K,"In the Fiber column, name the cereals with the highest 3 values in descending order ",18,Cap Crunch,15,Smile Maker,23,Colorful Bran,Sugars,D,"In the Sugars column, calculate a rough estimate of the average value",35.62068965517241,I,Calories,17,83,1,"In the Calories column, find the cereal with a value equal to 83",Corn Favorite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K,60,"In the Sugars column, count how many entries exceed the value of 60",7,Protein,C,Determine which of the last 5 columns are positively correlated with the column named Protein,Fat,L,Score,J,"In the Score column, name the cereals with the highest 3 values in descending order ",19,Colorful Bran,28,Fruity Pebbles,15,Corn Favorite,Calories,E,"In the Calories column, calculate a rough estimate of the average value",52.310344827586206,K,Sugars,20,26,1,"In the Sugars column, find the cereal with a value equal to 26",Double Chex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K,66,"In the Rating column, count how many entries exceed the value of 66",5,Bar,C,Determine which of the last 5 columns are positively correlated with the column named Bar,Almond,L,Pluribus,J,"In the Pluribus column, name the candys with the highest 3 values in descending order ",25,Milk Duds,22,Gold Bears,5,Life Savers,Chocolate,G,"In the Chocolate column, calculate a rough estimate of the average value",37.86206896551724,J,Pluribus,19,32,1,"In the Pluribus column, find the candy with a value equal to 32",Pixie Sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J,38,"In the Caramel column, count how many entries exceed the value of 38",8,Fruity,C,Determine which of the last 5 columns are positively correlated with the column named Fruity,Caramel,J,Almond,L,"In the Almond column, name the candys with the highest 3 values in descending order ",26,Crunch Time,11,Haribo Cola,20,Berry Chews,Nougat,D,"In the Nougat column, calculate a rough estimate of the average value",35.62068965517241,K,Price,17,68,1,"In the Price column, find the candy with a value equal to 68",Hersheys Kisses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS11_candy_bar3.png,59,11,candy,bar,3,"Sugar
Percent",G,50,"In the Sugar
Percent column, count how many entries exceed the value of 50",7,Almond,C,Determine which of the last 5 columns are positively correlated with the column named Almond,Bar,K,Bar,K,"In the Bar column, name the candys with the highest 3 values in descending order ",5,Rolo Chiclets,28,Caramel Apple,27,Milk Duds,Fruity,F,"In the Fruity column, calculate a rough estimate of the average value",50.241379310344826,L,Rating,11,26,1,"In the Rating column, find the candy with a value equal to 26",Fruit Chews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I,57,"In the Bar column, count how many entries exceed the value of 57",6,Caramel,C,Determine which of the last 5 columns are positively correlated with the column named Caramel,Bar,I,Bar,I,"In the Bar column, name the candys with the highest 3 values in descending order ",28,Root Barrels,23,Now Later,29,Caramel Apple,"Sugar
Percent",G,"In the Sugar
Percent column, calculate a rough estimate of the average value",37.86206896551724,I,Bar,15,56,1,"In the Bar column, find the candy with a value equal to 56",Quarter World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H,70,"In the Fandango column, count how many entries exceed the value of 70",5,Naver,C,Determine which of the last 5 columns are positively correlated with the column named Naver,Roger Ebert,I,Roger Ebert,I,"In the Roger Ebert column, name the movies with the highest 3 values in descending order ",21,Adaline Age,16,Project Almanac,17,Ricki Flash,Metacritic,E,"In the Metacritic column, calculate a rough estimate of the average value",52.310344827586206,J,IMDB,20,67,1,"In the IMDB column, find the movie with a value equal to 67",South Paw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I,76,"In the Hulu column, count how many entries exceed the value of 76",8,MrQE,C,Determine which of the last 5 columns are positively correlated with the column named MrQE,Netflix,L,Metacritic,K,"In the Metacritic column, name the movies with the highest 3 values in descending order ",5,Fantastic Four,21,Flights Up,20,Hunting Ground,Fandango,G,"In the Fandango column, calculate a rough estimate of the average value",37.86206896551724,I,Hulu,18,79,1,"In the Hulu column, find the movie with a value equal to 79",Saint Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J,54,"In the PluggedIn column, count how many entries exceed the value of 54",7,"Rotten
Tomatoes",C,"Determine which of the last 5 columns are positively correlated with the column named Rotten
Tomatoes",Netflix,K,"Film
 Comment",H,"In the Film
 Comment column, name the movies with the highest 3 values in descending order ",10,South Paw,9,Next Door,20,Black Sea,Metacritic,F,"In the Metacritic column, calculate a rough estimate of the average value",50.241379310344826,L,Naver,19,73,1,"In the Naver column, find the movie with a value equal to 73",End Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G,57,"In the Netflix column, count how many entries exceed the value of 57",6,IMDB,C,Determine which of the last 5 columns are positively correlated with the column named IMDB,Fandango,J,Fandango,J,"In the Fandango column, name the movies with the highest 3 values in descending order ",18,Wild Tales,6,End Tour,10,Tomorrow land,Hulu,E,"In the Hulu column, calculate a rough estimate of the average value",52.310344827586206,K,"Film
 Comment",17,31,1,"In the Film
 Comment column, find the movie with a value equal to 31",Next Door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
